dag_name_prefix,dag_domain,dag_load_note,dag_name,table_catalog,table_schema_group,table_schema,table_name,sproc_call,table_type,dag_type,task_type,Status,Domain Dag Seq,Task Number Seq,sched_interval,sched_interval_dev,sched_interval_stg,dag_email,sa_dev,sa_stg,sa_prod,team,snow_alert,snow_assignment_group,snow_severity,airflow_url
pharma_pdwicontracts,icontracts,dailyload,pharma_pdwicontracts_icontracts_sp_icontracts_product_leader,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,pharma_pdwicontracts_icontracts_product_leader_export,pharma_pdwicontracts_icontracts_product_leader_export,DAGS,SEQ_LOAD,Trigger DAG,Ready,19,2,45 3 * * 1-6,45 3 * * 0,45 3 * * 0,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,dailyload,pharma_pdwicontracts_icontracts_sp_icontracts_customer_leader_dl,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_CUSTOMER_LEADER_DL,SP_ICONTRACTS_CUSTOMER_LEADER_DL(),DAGS,SEQ_LOAD,Call SP,Ready,19,1,55 3 * * 1-6,55 3 * * 0,55 3 * * 0,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,dailyload,pharma_pdwicontracts_icontracts_sp_icontracts_customer_leader_dl,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,pharma_pdwicontracts_icontracts_customer_leader_dl_export,pharma_pdwicontracts_icontracts_customer_leader_dl_export,DAGS,SEQ_LOAD,Trigger DAG,Ready,19,2,55 3 * * 1-6,55 3 * * 0,55 3 * * 0,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_customer_leader_ml,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_CUSTOMER_LEADER_ML,SP_ICONTRACTS_CUSTOMER_LEADER_ML(),DAGS,SEQ_LOAD,Call SP,Ready,19,1,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_customer_leader_ml,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,pharma_pdwicontracts_icontracts_customer_leader_ml_export,pharma_pdwicontracts_icontracts_customer_leader_ml_export,DAGS,SEQ_LOAD,Trigger DAG,Ready,19,2,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,dailyload,pharma_pdwicontracts_icontracts_sp_icontracts_customer_leader_cust_list,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_CUSTOMER_LEADER_CUST_LIST,SP_ICONTRACTS_CUSTOMER_LEADER_CUST_LIST(),DAGS,SEQ_LOAD,Call SP,Not Ready,19,1,None,None,None,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,N,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,dailyload,pharma_pdwicontracts_icontracts_sp_icontracts_product_leader_prod_list,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_PRODUCT_LEADER_PROD_LIST,SP_ICONTRACTS_PRODUCT_LEADER_PROD_LIST(),DAGS,SEQ_LOAD,Call SP,Not Ready,19,1,None,None,None,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,N,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_direct_sales_leader,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_DIRECT_SALES_LEADER,SP_ICONTRACTS_DIRECT_SALES_LEADER(NULL),DAGS,SEQ_LOAD,Call SP,Ready,19,1,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_direct_sales_leader,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,pharma_pdwicontracts_icontracts_direct_sales_leader_export,pharma_pdwicontracts_icontracts_direct_sales_leader_export,DAGS,SEQ_LOAD,Trigger DAG,Ready,19,2,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_rebates_leader,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_REBATES_LEADER,SP_ICONTRACTS_REBATES_LEADER(NULL),DAGS,SEQ_LOAD,Call SP,Ready,19,1,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_rebates_leader,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,pharma_pdwicontracts_icontracts_rebates_leader_export,pharma_pdwicontracts_icontracts_rebates_leader_export,DAGS,SEQ_LOAD,Trigger DAG,Ready,19,2,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_product_pricing_leader_initial_extract,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_PRODUCT_PRICING_LEADER_INITIAL_EXTRACT,SP_ICONTRACTS_PRODUCT_PRICING_LEADER_INITIAL_EXTRACT(),DAGS,SEQ_LOAD,Call SP,Ready,19,1,None,None,None,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,N,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_product_pricing_leader_delta_extract,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_PRODUCT_PRICING_LEADER_DELTA_EXTRACT,SP_ICONTRACTS_PRODUCT_PRICING_LEADER_DELTA_EXTRACT(),DAGS,SEQ_LOAD,Call SP,Ready,19,1,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,monthlyload,pharma_pdwicontracts_icontracts_sp_icontracts_product_pricing_leader_delta_extract,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,pharma_pdwicontracts_icontracts_product_pricing_leader_export,pharma_pdwicontracts_icontracts_product_pricing_leader_export,DAGS,SEQ_LOAD,Trigger DAG,Ready,19,2,55 5 13 * *,55 5 13 * *,55 5 13 * *,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,dailyload,pharma_pdwicontracts_icontracts_cms_ldr_sqdc,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_CMS_LDR_CUSTOMERS,SP_ICONTRACTS_CMS_LDR_CUSTOMERS(),DAGS,SEQ_LOAD,Call SP,Ready,19,2,15 3 * * 1-6,15 3 * * 0,15 3 * * 0,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,dailyload,pharma_pdwicontracts_icontracts_cms_ldr_sqdc,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_ICONTRACTS_CMS_LDR_CUSTOMERS_REBATES,SP_ICONTRACTS_CMS_LDR_CUSTOMERS_REBATES(),DAGS,SEQ_LOAD,Call SP,Ready,19,3,15 3 * * 1-6,15 3 * * 0,15 3 * * 0,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwicontracts,icontracts,insertsql,pharma_pdwicontracts_icontracts_sp_last_timestamp_icontracts_ev_manual,PROJECT_ID,PHM_PD_ICONTRACTS_RPT,D1_PHM_PD_ICONTRACTS_RPT,SP_LAST_TIMESTAMP_ICONTRACTS_EV_MANUAL,SP_LAST_TIMESTAMP_ICONTRACTS_EV_MANUAL(),DAGS,INSERT_SQL,Call SP,Ready,19,999,None,None,None,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,N,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwecondisc,econdisc,weeklyload,pharma_pdwecondisc_econdisc_sp_econdisc_sales_feed_customer,PROJECT_ID,PHM_PD_ECONDISC_RPT,D1_PHM_PD_ECONDISC_RPT,SP_ECONDISC_SALES_FEED_CUSTOMER,"SP_ECONDISC_SALES_FEED_CUSTOMER(NULL,NULL)",DAGS,SEQ_LOAD,Call SP,Ready,20,1,30 4 * * 2,30 4 * * 2,30 4 * * 2,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwecondisc,econdisc,weeklyload,pharma_pdwecondisc_econdisc_sp_econdisc_sales_feed_customer,PROJECT_ID,PHM_PD_ECONDISC_RPT,D1_PHM_PD_ECONDISC_RPT,pharma_pdwecondisc_econdisc_sales_feed_customer_export,pharma_pdwecondisc_econdisc_sales_feed_customer_export,DAGS,SEQ_LOAD,Trigger DAG,Ready,20,2,30 4 * * 2,30 4 * * 2,30 4 * * 2,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,Y,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwecondisc,econdisc,weeklyload,pharma_pdwecondisc_econdisc_sp_econdisc_sales_feed_customer_inv_date_range,PROJECT_ID,PHM_PD_ECONDISC_RPT,D1_PHM_PD_ECONDISC_RPT,SP_ECONDISC_SALES_FEED_CUSTOMER,"SP_ECONDISC_SALES_FEED_CUSTOMER(NULL,NULL)",DAGS,SEQ_LOAD,Call SP,Not Ready,20,1,None,None,None,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,N,Pharma-DnA,3,airflow.cardinalhealth.net
pharma_pdwecondisc,econdisc,weeklyload,pharma_pdwecondisc_econdisc_sp_econdisc_sales_feed_customer_inv_date_range,PROJECT_ID,PHM_PD_ECONDISC_RPT,D1_PHM_PD_ECONDISC_RPT,pharma_pdwecondisc_econdisc_sales_feed_customer_export,pharma_pdwecondisc_econdisc_sales_feed_customer_export,DAGS,SEQ_LOAD,Trigger DAG,Not Ready,20,2,None,None,None,G-EIT-PharmaDnA-Run@cardinalhealth.com,sa-edna-pharma-data-whse@edc-phmdw-np-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdwstg-pr-cah.iam.gserviceaccount.com,sa-edna-pharma-data-whse@edc-phmdw-pr-cah.iam.gserviceaccount.com,pdw,N,Pharma-DnA,3,airflow.cardinalhealth.net
